Hydraulic_Pressure(bar),Coolant_Pressure(bar),Air_System_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(°C),Spindle_Bearing_Temperature(°C),Spindle_Vibration(µm),Tool_Vibration(µm),Spindle_Speed(RPM),Voltage(volts),Torque(Nm),Cutting(kN)
117.8074037,5.761318904,7.085058463,27.4,46.8,40.5,1.1,26.876,23096,362,30.51400825,3.23
105.1954291,5.725594797,6.59940873,26.9,48.4,33.3,1.626,21.542,22921,368,35.58033366,3.32
117.9325049,5.725783405,6.278316932,26.9,40,39.8,0.649,31.418,22926,315,20.82360639,3.09
110.4003983,5.747931911,6.706467157,27.1,49.4,30.2,0.95,28.618,22989,306,20.76654052,3.04
98.13613692,5.754694649,5.972926222,27.3,44.1,24.8,1.24,31.913,23040,361,20.72057292,3.19
134.8331238,5.757931466,5.791274753,27.4,52.8,33.3,1.142,16.305,23079,323,20.6855583,3.34
126.479953,5.758829761,7.252731774,27.4,48.5,34,0.746,28.87,23090,344,20.67570377,3.19
99.23632382,5.723522161,5.68568223,26.9,46.3,32,0.908,8.388,22905,301,20.8426981,2.98
117.363402,5.766816515,6.381284956,27.4,45.9,37.1,1.621,19.035,23118,237,35.58033366,3.06
111.9864263,5.757427001,7.588085533,27.4,44.3,29.2,0.608,23.823,23075,460,35.5812209,2.02
61.07,4.650670141,6.309790444,7.5,48,30.9,0.856,23.512,18778,376,25.42347428,2.7
92.28,4.657791713,6.874999355,15.7,51.7,32.5,0.999,34.445,18836,334,25.34519006,3.55
97.74,4.651531334,5.942305358,18.7,50.1,32.1,0.616,36.787,18784,286,25.41535349,2.76
79.8,6.659794409,6.679030636,12.6,46.6,39.1,0.937,21.522,18849,390,25.32770969,2.56
90.94,4.651746047,6.536548841,13.1,45.3,34.2,1.127,21.056,18795,349,25.40047885,2.54
74.3,4.651798764,6.131950383,25.8,53.2,33.3,0.669,28.005,18796,373,25.39912747,2.74
53.7,4.652314207,5.910642451,13.4,51.1,30.8,1.014,15.999,18801,454,25.39237275,2.46
84.18,4.651754175,6.394083317,30.3,45.9,31.5,0.925,24.237,18796,346,25.39912747,2.52
83.61,4.652839876,6.973139728,29.8,48.3,39.4,0.726,26.84,18803,341,25.38967186,2.67
79.76,4.946687491,6.666203995,6,39.6,36,1.443,27.61,19897,329,23.99366739,2.88
91.73,4.949583888,6.957597139,27,47.5,37.2,1.255,26.095,27613,277,23.978001,3.67
155,6.893181921,6.640335608,23.7,50.2,34.6,0.478,34.939,19927,389,23.95754504,3.55
57.35,4.84252053,6.806733109,13.4,43.9,43,1.073,29.869,19755,386,24.16613516,2.78
63.56,6.560332199,6.704425596,18.6,48.5,28.8,1.141,25.228,20504,391,23.88443066,3.69
132.5935379,5.505489552,6.795604592,9.9,46,34.2,1.228,28.075,22051,369,31.6499025,3.16
68.96,5.358623507,6.501975921,10.1,47.5,29.7,0.912,32.289,25528,289,23.978001,3.59
157.2879336,5.512323332,6.637035781,8.7,47.2,37.4,0.692,19.67,22072,300,21.6293041,2.85
119.7278521,5.519067525,6.330004713,25.2,49.5,33,1.376,35.606,19197,321,32.51929855,1.88
112.1586209,5.515344641,7.079038312,25.1,46.8,39.2,0.371,30.389,13272,460,33.92336502,1.99
94.11683041,5.553415529,7.006440479,25.6,51.7,25.6,1.19,16.577,14152,338,34.97300419,1.95
102.6460115,5.528345345,6.468483273,25.3,49.3,33.1,1.108,9.694,14266,296,35.5812209,2.89
107.8408889,5.518401201,6.803053381,25.1,39.2,33,1.175,27.327,15217,398,32.37045571,2.86
125.5726631,5.526982436,6.446782076,25.3,44.6,33.4,1.104,23.949,16198,276,35.58033366,3.22
135.6459871,5.524086588,5.665895072,4.5,45.3,34.5,1.132,15.901,17726,309,21.57456616,2.89
86.42,4.86086247,6.551518364,10.9,49,28.2,1.355,28.104,17919,300,24.15146456,3.93
62.22,6.960635908,6.184149846,8,50.9,40.4,1.219,24.396,23432,328,23.87606902,3.49
101.2515747,5.52109392,6.804967272,5.7,44.2,37.9,0.575,28.821,22125,369,21.57749153,3.01
83.64,4.84252053,6.875935496,24.1,40.8,33.8,1.097,25.478,26526,276,23.87606902,3.91
69.29,6.893181921,6.398243969,18.4,48.8,44.9,1.5,24.549,27613,409,24.02022642,3.61
77.46,5.918357337,6.331197576,18.1,52.8,28.4,0.603,19.575,26605,333,23.96957373,3.67
98.48160138,5.532694483,6.754621983,25.3,46.7,35.8,0.454,32.312,17726,342,30.51400825,1.87
100.5120425,5.512867916,6.38834226,6.8,46.8,35.9,1.12,30.273,22081,380,21.6204882,3.07
141.1572045,5.535229016,6.384156232,8.7,48.1,34.8,0.811,29.623,22168,354,21.53563695,2.87
157.761218,5.534150344,6.56519079,6.8,44.2,34,0.746,28.94,22167,312,21.53660847,3.01
121.386864,5.572841086,7.285292553,5.7,49.2,32.4,0.563,19.49,22310,368,21.39856567,3.15
101.6574135,5.530542783,6.253916406,25.3,55.3,34.5,1.17,15.433,18436,371,31.62033518,2.88
145.6007457,3.126011472,6.825682261,7.4,45,36.3,0.689,11.396,18436,449,31.62033518,2.88
111.8119547,3.895031347,7.18811919,6.8,48,36.3,1.239,28.387,17726,323,30.51400825,1.87
120.2259923,3.888834693,6.240008235,5.7,48.5,37.7,0.756,19.953,21166,344,35.58033366,1.86
118.0076619,3.053148837,6.365640069,4.5,47,40.6,0.486,35.107,21135,343,22.58821859,1.85
89.76794082,3.053451378,5.862286624,12.2,50.6,37.5,0.684,31.613,21164,289,22.55726706,2.11
121.86,4.566853902,6.688583366,19.3,50.8,37.2,0.788,27.338,20504,322,24.3386184,3.55
157.47,6.839413159,6.611656467,9.7,50.4,27.7,0.804,23.878,21951,358,24.34730722,3.55
88.51,6.863944117,5.949507415,19.6,51,36.5,1.351,24.994,27957,374,24.34110029,3.58
115.7760929,3.164804649,6.156035983,11.9,49.5,40.5,1.147,32.166,20705,359,23.05732915,2.17
160.0302476,3.105982448,6.185676509,10.6,44.5,31.6,0.711,25.455,20692,344,25.23496773,2.02
137.8757117,3.895031347,6.225395757,7.4,49.4,37,1.023,18.472,20441,356,33.35511961,1.91
148.3981821,3.053148837,6.869198184,5.7,49.3,37,1.378,18.979,20441,393,23.35511961,2.69
147.1670083,3.888834693,6.654986005,6.8,47.4,28.9,0.661,23.926,20440,381,33.35626223,2.01
55.58,6.560332199,7.025106572,26.3,44.1,45.7,1.072,29.714,27613,387,25.69301975,3.69
69.66,5.567856573,6.572905433,11,44.1,34.5,1.046,24.793,26605,363,25.69578556,3.67
70.74977393,5.744249193,5.962322345,9.9,47.2,24.9,0.426,28.714,13272,321,32.37045571,3.33
128.9591432,3.126011472,6.130046974,27,51.6,34,1.109,33.583,22944,382,20.80726987,1.95
116.6516877,3.053148837,6.725346085,26.9,46.9,35.3,0.348,28.079,22929,310,35.58033366,1.99
91.45755882,3.888834693,5.756705771,27,51.5,38.3,1.763,19.875,22930,387,30.51400825,1.95
106.2246934,3.126011472,6.735209898,27,50.4,41.5,1.82,22.58,22956,283,32.51929855,3.05
60.81,4.659245284,6.14529276,19.8,49.3,31.2,1.04,25.646,17919,349,25.3424992,2.55
99.94,4.476389841,7.003246621,9.2,50.1,32.3,1.517,22.741,26526,398,26.47526619,2.37
56.5,4.149820777,6.355192858,4.5,55.9,37.8,0.776,12.25,27613,370,28.69692234,2.19
77.99,4.152833634,7.273152163,16.3,52.4,30.7,1.191,28.875,20504,337,28.67107081,2.22
71.49,4.150409805,7.028655874,25.4,57.9,35.1,1.319,34.504,21951,354,28.68657613,2.46
95.17,4.153323349,6.304912301,12.2,47.3,31.8,1.067,33.71,27957,289,28.63152213,2.49
77.75,5.567856573,6.902652326,13,45,38.8,0.872,35.797,21951,400,28.60236055,3.67
80.23,4.131131795,6.323688746,8.2,44.8,29.2,1.145,28.69,25528,368,28.72109253,2.17
64.78,4.84252053,5.820257472,21.7,50.1,34.9,0.859,28.391,20801,380,25.3424992,2.58
52.8,6.893181921,6.922759587,8.2,43.5,34.9,1.377,20.313,23432,332,28.62808827,3.61
88.73,5.918357337,5.723827144,18.7,38.8,26.3,1.689,28.489,26526,319,28.71763715,3.67
82.74,4.260418416,6.44094238,8.6,48.7,35.6,1.542,30.793,17092,366,27.93131289,2.57
64.98,4.475493413,6.387495108,25.8,49.7,33.8,1.056,31.444,18030,336,26.478203,2.68
71.55,4.476172099,6.634323602,30.3,48.5,35,0.803,12.348,18032,266,26.47526619,2.45
97.24,6.839413159,6.165558766,16.4,51.8,37.6,0.68,27.194,18847,384,25.33039741,3.55
92.51,4.566853902,5.924831538,8.9,44.8,32.6,1.18,28.279,16606,356,28.74876551,3.55
153.2514276,3.106960002,7.057177785,27.1,53.5,38.2,1.664,27.05,22959,391,33.92336502,3.09
83.78,5.149318969,6.613580702,22.3,49.9,34.8,1.15,33.677,26605,314,28.71245564,2.28
82.34,4.945748309,6.829640712,24.4,44.3,36.6,1.984,18.042,19891,319,24.00090493,2.72
82.54,4.95755811,6.409457766,13.4,49.4,35.3,0.753,10.454,19945,287,23.93592379,2.66
94.55,6.863944117,7.014432926,19.2,45.8,36.6,0.839,22.763,19930,343,23.95393879,3.58
83.17,4.945819258,6.213401382,29.8,41.9,33,1.412,29.282,19893,341,23.99849193,2.8
98.95,4.94546957,6.802249086,25.6,51.3,33.3,1.009334271,20.456,19891,423,24.00090493,2.72
60.19,4.881834672,6.605667544,26.4,45.8,34.2,0.993,30.827,19691,293,24.24468031,2.84
83.12,4.960548386,6.105219605,27,49.9,30.2,1.148,27.882,19951,434,23.92872538,2.76
61.95,4.945087,6.91682088,28.7,54.3,32.9,1.28,23.871,19882,383,24.01176944,2.89
59.1,4.962075624,7.213409269,30.3,50.1,33.7,1.55,30.585,19965,372,23.91194591,2.62
97.45,4.852931594,6.547035632,29.8,49.5,36.2,0.785,30.201,19578,357,24.38461538,2.89
131.1343222,3.888834693,6.951270418,23.4,47.61831723,31.4,1.079,2.161,21423,320,22.28455398,2.17
150.2788971,3.895031347,6.223427907,23.4,48,35.7,1.001,19.194,21423,294,22.28455398,2.11
143.1816086,3.126011472,6.798194627,23.4,47.4,40.7,0.781,14.725,21417,370,22.29079703,1.85
106.5459096,3.106960002,5.905097472,23.4,46.4,40.9,0.683,33.063,21412,425,22.29600224,1.86
106.3956827,3.164804649,6.91304838,24.2,46.3,40.1,1.361,19.087,21712,343,21.98793294,2.88
69.58,4.868191588,6.350584998,16.8,41.8,41.7,0.906,27.42,19627,381,24.32373771,2.62
113.8246063,5.284830513,6.51884939,23,45.6,30.9,1.386,25.913,14266,353,32.37045571,2.89
57.95490946,5.271600109,6.107814999,22.9,44.7,39.6,0.351,20.262,18436,358,32.51929855,3.01
119.7085582,5.285485294,6.306623393,23.1,46.5,30.1,1.327,21.747,15217,321,35.58033366,3.1
85.53,4.86830744,6.192412587,28.7,43.1,28,1.523,19.803,19637,308,24.31135102,3.65
121.4496961,5.281886223,6.371885669,23,44.5,32.5,1.105,32.947,16198,302,30.51400825,2.82
90.52,4.764967149,5.94280331,27,38.9,34.4,1.015,18.481,19237,278,24.81686334,2.72
95.35,4.765248743,7.085880651,26.4,45.7,34,1.096,35.513,19238,318,24.81557334,2.7
72.66,4.766491785,6.380462869,25.6,44.9,38.2,0.855,30.429,19241,289,24.81170417,2.57
79.87,4.768416107,6.564725816,24.4,36.4,33.6,0.939,29.835,19251,370,24.79881565,2.48
111.2872799,5.282698981,7.173020971,23,48.2,31.9,1.008,32.377,17726,344,31.62033518,3.06
95.54,4.764802242,6.585758929,18.3,53.1,36.2,1.297,32.328,19234,343,24.82073412,3.91
157.47,4.577456497,6.482451435,15,46.5,34.1,1.604,26.933,18467,348,25.85162723,3.59
121.86,4.576565904,6.746183638,5.7,49.6,28.6,1.207,29.618,18464,324,25.85582756,3.93
93.08,4.578668044,5.816511436,19,51.2,33.1,0.64,26.836,18467,316,25.85162723,3.49
145.3096515,5.09391269,6.742221375,21.2,46.9,38.7,1.163,22.167,20472,359,33.92336502,2.85
92.92,4.59313283,6.759533645,25.3,46.9,37.4,0.73,25.288,23432,335,25.75122714,3.49
62.67,4.590701294,6.565022665,12.2,41.2,38.8,1.415,25.328,26526,377,25.77207946,3.91
125.95,4.589378745,6.227999672,21.6,45.1,38.6,0.378,19.146,23231,415,25.77347082,3.65
148.8378499,5.120233511,6.511328959,21.4,40.2,39.2,0.799,21.399,20587,313,30.51400825,2.97
150.5537239,5.113135541,6.109673143,21.4,44.3,40.1,1.45,21.515,20570,336,32.51929855,2.75
62.66,4.598959378,6.442059561,11.7,49.8,35.3,0.636,15.007,20801,313,25.70685477,3.59
85.49258808,5.114823778,6.3512214,21.4,49.3,43.2,0.865,29.578,17726,359,32.37045571,2.99
93.45,4.589721346,6.505675006,25.9,48,40.1,0.631,30.847,25528,323,25.77347082,3.93
125.5707982,5.115079708,6.679752375,21.4,49,31.1,0.572,25.038,18436,417,35.58033366,2.02
148.231094,5.10337527,6.64526375,21.3,50.5,31.3,1.238,27.684,19197,337,33.92336502,2.93
95.20213175,5.086840162,6.996551571,21.1,50,32.5,0.892,36.74,14152,404,35.5812209,2.87
99.36,4.589174739,6.862369688,11.6,50.2,36.3,0.173,26.337,27613,399,25.78042985,2.52
87.08,4.589281134,6.867197991,14.6,45.7,40.2,0.715,27.271,26605,308,25.78042985,2.54
85.65,6.893181921,6.031054024,25.1,45,41.3,1.718,33.645,20801,447,25.77625398,2.68
142.6132048,3.106960002,6.788894703,21.4,47.3,34,1.487,19.149,20570,305,23.20865338,1.89
127.5209543,5.603869021,6.412748753,4.5,51.2,37,0.621,25.722,16198,342,32.51929855,1.95
83.8239862,5.606310616,6.450113689,11.9,48.5,35.5,1.024,13.575,14266,339,30.51400825,1.88
123.0202108,5.603916046,6.431023776,12.2,38.8,33.1,1.586,26.387,15217,304,31.62033518,1.99
117.6674203,5.6661704,6.540776393,26.4,50,33.8,1.294,32.756,14266,409,21.05411246,2.97
146.4883886,5.603682959,6.553503454,5.7,49.3,37.6,0.327,28.784,17726,317,33.92336502,1.89
149.2385444,5.583097688,6.780415387,11.9,48.6,33.2,1.011,23.508,15217,337,34.97300419,2.11
116.77999,5.61415585,6.563290147,10.6,49,39.9,0.723,33.577,22505,461,34.97300419,3.06
128.1827102,5.606531432,6.176336987,8.7,51.2,30.8,1.332,9.888,22486,319,32.51929855,1.99
104.3146858,5.611011543,7.023580992,11.9,50.8,31.1,0.58,28.703,22489,372,35.5812209,3.16
143.0770939,5.597206819,6.249756622,7.4,46,33.7,1.349,29.309,22417,361,31.62033518,1.88
167.2508236,5.583356257,5.907893493,6.8,50.2,34.3,0.422,20.214,22331,367,30.51400825,2.88
149.1793342,5.579208034,6.4735681,12.2,50.4,33.2,1.288,22.876,16198,230,35.5812209,1.85
126.488316,5.582007789,6.539304184,10.6,52,33.8,0.537,32.73,14266,355,33.92336502,2.17
127.2794473,3.053148837,6.605426926,26.1,42.9,30.7,1.216,33.061,15217,439,21.20749856,3.18
99.11072758,5.597536428,6.366366259,8.7,54,35.4,1.57,22.55,13272,320,32.37045571,3
100.8281388,5.599108896,6.376685953,7.4,52.6,40.4,0.419,32.998,19197,379,35.5812209,2.01
112.9781364,5.612770093,7.481348737,6.8,45.4,35.5,1.192,27.584,18436,329,34.97300419,1.91
113.7048826,5.605295788,6.491798892,12.2,42.9,34.9,1.345,22.116,22470,357,32.37045571,2.96
121.1015146,5.599178342,6.097370544,25.9,48.3,35,1.512,26.462,16198,362,21.27270297,2.99
94.19275126,5.601396109,6.177039001,25.9,52.4,34.8,0.671,23.605,13272,365,25.23496773,3.04
71.04,4.118529758,6.655348572,19.4,45.8,38.6,1.248,32.733,16592,303,28.77302314,3.65
172.815982,5.616765781,6.138188314,26.1,48.3,41.1,1.368,15.299,14152,341,21.20844069,3.03
93.53,4.17434781,6.774619715,25.2,49.6,31.7,1.559,37.435,21951,339,28.50501552,3.55
83.07,4.179360987,5.874857359,7.6,48.3,39.7,1.459,24.305,16775,460,28.45913562,2.21
51.32,4.174038309,6.177103441,6.3,46.9,42.4,0.651,18.067,26526,332,25.23496773,3.61
79.76,4.156915378,6.317934108,26.3,53,38.5,0.973,20.902,23432,296,28.58181165,2.33
145.98,4.181500192,6.68718745,10,47.5,35.2,1.202,32.594,16797,372,28.42186105,2.38
75.62,4.155164117,6.39321242,18,47.1,29.1,0.68,25.313,16701,320,28.58523442,2.41
96.86,4.178183883,6.647043892,4.5,43.2,31,1.231,35.413,16775,431,28.45913562,2.51
79.51,4.177338922,6.947452908,12.3,49,28.2,0.63,32.184,27957,326,28.48460621,3.55
76.74,4.16193684,5.886743504,18.1,49.8,35.9,0.641,25.336,16704,438,28.58010057,2.31
92.21,4.166927432,7.008638429,29.3,40.1,34.8,0.985,27.389,27613,275,28.55616701,3.67
72.34,4.171229356,5.585190858,4.6,46,31.5,0.32,26.858,26605,326,28.5510436,3.69
85.13,4.172857432,6.186597833,15.7,45.2,33.5,0.763,25.493,20504,394,28.5493362,3.67
54.71,4.179905608,6.232795441,26.4,46.6,34,1.07,12.775,17919,322,28.44726493,3.58
137.37,4.792979241,6.331378071,22.7,45.6,32.9,0.314,32.538,27613,322,24.68724791,3.61
137.1867464,5.347900718,6.575469312,23.6,48.9,37.8,1.295,11.803,17726,296,22.21921251,3.11
101.8965424,5.339592867,6.843832578,9.9,50.9,38.6,0.661,39.6,13272,369,22.25857889,2.91
130.6345481,5.341619425,5.680184163,11.9,44.1,35.4,1.425,17.681,14266,408,22.23577084,2.84
63.76,5.787157575,6.370214941,19.1,45.6,31.3,0.655,27.578,25555,430,24.72432544,2.71
100.1580973,5.348363785,6.726213888,12.2,53.3,39.5,0.983,23.911,15217,293,22.21714445,3.03
138.2086377,5.320071463,6.418291462,23.4,47.4,40,0.874,35.703,19197,338,33.35511961,2.94
139.34,4.785612879,6.908006887,12.5,49.3,31,1.427,29.247,19289,421,24.74996112,2.61
127.5823982,5.32158576,6.630293463,23.4,52.7,34,1.643,19.714,15217,398,22.30641996,2.88
80.27,4.793685147,6.436735478,15,49.2,33.6,1.053,35.252,19339,348,24.68597135,2.86
134.02,4.84252053,6.749060543,10.2,45.8,35.5,1.706,18.692,20504,325,24.74482973,3.69
135.93,4.78714377,6.6691622,26,50.3,34.3,1.126,40.503,26605,336,24.72944833,3.67
142.36,4.787920379,6.48883994,13.7,40.6,28.2,0.817,11.534,19316,353,24.7153655,2.54
64.25,6.796630472,6.145402806,25.2,47.7,42.2,1.045,13.41,19348,311,24.67448832,2.6
95.58,4.794016047,7.040538654,25.7,45.1,36.2,1.278,30.617,19340,342,24.68469493,2.86
68.6,4.799931918,6.874115853,26.6,43.6,33.1,0.982,28.31,19349,334,24.67321309,2.59
121.4308068,5.341661547,6.352826446,4.5,42.3,35.2,1.711,23.893,21473,316,35.58033366,2.02
86.42,5.918357337,7.230383767,6.1,48.1,41.2,0.532,23.505,19321,395,24.70896952,2.76
101.3247628,5.337327821,6.826805328,8.7,51.9,31.4,1.191,25.611,19197,370,22.26584581,2.9
140.6438248,5.34137028,6.500257971,7.4,43,27.3,0.648,32.304,18436,294,22.25235387,2.89
77.57,4.79898143,6.636934142,24.3,44,36.8,0.892,25.796,19348,300,24.67448832,2.63
68.97,4.79522262,6.499274596,17,49.1,37,0.94,24.307,19345,349,24.67831481,3.65
59.63,6.863944117,5.557025801,5,39.1,35.4,0.778,22.247,19311,302,24.7217648,2.59
61.73,4.791396578,6.378924217,14.6,50.3,35.2,0.87,12.807,19333,346,24.69363265,2.7
119.2628702,5.330304855,6.74813497,5.7,44.5,34.2,0.336,32.064,21419,337,22.28871563,2.95
56.91,5.567856573,6.28700976,12.4,51.6,28.7,1.03,28.053,19188,397,24.88023765,2.71
99.09,6.839413159,6.339354899,6.1,49.1,30.9,1.127,37.569,19265,373,24.78079419,2.61
112.7546781,3.106960002,6.414025285,23,47.4,34.1,1.209,24.802,21211,365,33.35511961,3.06
105.0901352,3.053451378,6.455772172,22.6,49.6,39.5,1.246,15.139,21057,473,22.67189058,2.97
109.3795002,5.27674831,6.99674514,22.9,52.4,39.8,0.565,19.495,21210,387,22.50834512,2.77
148.8822967,3.164804649,6.271464128,12.2,54.2,35.3,0.912,25.833,21107,297,22.61818354,3.1
78.96,4.566853902,6.517092614,4.9,53.4,36.9,1.576,19.996,19263,346,24.78336708,2.56
101.4090838,5.15050451,6.585693164,9.9,44.4,32.2,0.436,18.025,15217,359,23.04174912,1.95
114.1453675,5.145508474,6.637016313,21.7,45.5,30.3,0.666,30.961,20695,363,23.06847065,2.89
88.64,6.560332199,6.210166579,6.1,44.4,36.8,0.815,24.067,0,328,29.00552889,2.26
110.7176597,5.145550595,6.779280723,21.7,49.1,30.7,0.747,29.742,20698,350,23.06512707,1.91
59.96,6.893181921,5.939990396,17.1,47.9,33.5,0.596,16.621,18527,350,25.7679063,2.66
129.1277004,5.123234957,7.25833886,10.6,47.1,36.3,0.891,27.744,20597,352,34.97300419,2.11
130.7049468,5.121165152,6.681547078,6.8,50.1,34.6,1.004,27.263,20589,371,31.62033518,1.88
112.4868133,5.125908237,6.88270574,5.7,47.5,34.8,1.281,26.08,20613,349,30.51400825,2.88
130.4351649,5.116444878,7.318400977,12.2,49.5,40.3,0.714,10.143,20572,416,32.37045571,1.86
125.7843388,5.12225447,6.54934131,9.9,44.8,37.1,1.296,12.371,20594,330,33.92336502,2.17
111.386512,5.123106173,7.114024095,6.8,43.5,33.8,0.738,20.794,20595,412,35.5812209,2.01
109.7058679,5.120031628,6.433124866,4.5,42.2,36.5,0.794,20.353,20584,342,33.92336502,2.88
137.6339947,5.120471619,6.774450311,21.4,42.3,34.6,0.709,25.712,20587,334,23.18948851,2.96
110.9528774,5.117301369,6.625291537,21.4,43.1,33.4,1.005,21.426,20575,405,23.20301337,3
134.54,6.893181921,6.649668032,8,48.3,32.9,0.47,36.048,21951,334,0,3.67
98.7,5.918357337,6.952835424,16.7,49.6,38,1.135,20.887,27957,326,28.78343181,3.55
76.74,4.09540211,6.453389529,24.1,47.5,36.5,1.075,22.964,16395,314,16.96410507,2.2
125.95,6.560332199,6.812503811,26.7,45.6,36,1.06,37.934,17919,414,29.14898034,3.55
98.7,4.113492484,6.773633155,7.8,49.9,33,1.147,38.734,16558,351,28.83210533,2.44
139.34,5.358623507,6.802770292,18.6,46,36.7,0.679,26.659,20504,307,29.20783114,2.49
71.04,6.960635908,6.175436646,21.2,44.1,30.6,0.834,25.969,21951,334,29.18818782,2.15
121.0226115,5.646807964,6.298924223,5.7,43,34.1,0.774,29.641,19197,388,21.12865678,1.87
112.4224642,5.649194832,6.57685177,26.3,51.1,34.8,1.301,24.465,22603,342,21.1211786,2.11
145.98,4.84252053,6.967418223,14,48.7,33.5,0.424,29.275,27333,304,29.115204,2.35
127.8264919,5.591510892,6.012187221,25.8,40.7,35.2,1.033,33.793,22393,335,21.31925155,2.02
137.4455053,5.620539992,5.589385621,4.5,48.8,33.5,1.167,21.928,19197,322,21.2065565,2.93
92.44,6.893181921,6.1642515,27,47.8,35.8,1.184,17.086,20801,386,29.13830566,3.59
134.4519637,5.593649586,5.696312446,25.9,43.4,31.5,1.346,20.061,22405,211,33.35511961,3.17
134.54,4.094482785,6.350662242,5.1,44.8,40.7,0.639,12.853,16389,314,29.12941607,2.17
141.14,4.113429545,6.582795504,8.1,41.3,35.5,0.997,43.893,16541,366,28.8617375,2.22
141.14,5.567856573,6.994889301,5.9,41.4,31.8,1.577,41.051,25528,394,29.15966284,3.58
118.9057732,5.58354443,7.314003943,7.4,47.4,36.8,0.377,37.228,22331,380,32.51929855,1.99
123.7131151,5.591662066,6.742820516,10.6,45.6,37.3,0.677,20.314,22394,353,21.31829954,3.23
63.76,4.566853902,6.731306885,13.7,49.2,37.1,1.257,12.189,23432,342,29.18283514,3.93
141.915553,5.619631148,6.678981701,7.4,44,40,1.213,15.52,22511,303,32.37045571,3
114.4014569,5.591402322,6.207112415,8.7,47.3,39,0.842,20.699,22383,341,35.58033366,2.02
142.36,6.839413159,6.703593916,32.3,48.5,31.7,0.343,23.954,26526,373,29.17570128,3.59
127.9797701,5.588143922,6.804256447,11.9,39.8,34.5,1.667,28.129,22364,367,35.5812209,1.85
136.9081305,5.590587447,7.114362887,4.5,51.1,34.9,0.602,27.411,22369,416,35.58033366,1.87
132.8734571,5.590946426,5.978766065,8.7,47,35.4,0.755,15.061,22380,359,33.92336502,1.95
80.27,6.863944117,6.293629127,22,50.8,44.4,1.301,21.768,27613,349,29.2507812,3.49
61.73,4.86086247,6.941597908,6.9,49.3,33.8,1.09,34.469,26605,381,29.213193,3.91
148.5053488,5.315880577,6.579587828,11.9,52.2,34.4,0.703,21.298,14266,387,35.5812209,3.11
142.0082012,5.292056063,7.163670748,5.7,51.8,30.5,1.009334271,26.161,16198,310,22.4606916,1.88
106.8922785,5.317554484,6.230702427,7.4,44.4,36.4,0.69,25.064,18436,323,31.62033518,1.95
128.8130869,5.313221796,6.430073321,8.7,44.8,36.2,0.958,27.853,19197,359,32.51929855,2.74
142.6360534,5.316627769,6.259514527,10.6,49.6,36.4,1.316,13.418,14152,360,34.97300419,3.11
114.4595853,3.053148837,5.601534834,5.7,41.7,32.6,1.036,22.288,21294,477,34.97300419,3.06
136.3214721,5.309410605,6.310762001,6.8,45.2,38.2,1.169,27.173,21355,382,34.97300419,2.75
